HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans
3L84EBDQ4BHX9GPBB9P3D5XXWMDKK3,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3Z4AIRP3CBS4AZ0QSK3CN45QDDJX1N,worker_248,Submitted,Tue Jan 24 06:48:43 PST 2023,Tue Jan 24 06:50:43 PST 2023,Fri Jan 27 06:50:43 PST 2023,,,,120,98% (96/98),98% (96/98),98% (96/98),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":267,""label"":""relevant-text-span"",""startOffset"":231},{""endOffset"":283,""label"":""relevant-text-span"",""startOffset"":271},{""endOffset"":300,""label"":""relevant-text-span"",""startOffset"":287},{""endOffset"":368,""label"":""relevant-text-span"",""startOffset"":321},{""endOffset"":517,""label"":""relevant-text-span"",""startOffset"":493},{""endOffset"":528,""label"":""relevant-text-span"",""startOffset"":518},{""endOffset"":544,""label"":""relevant-text-span"",""startOffset"":533}]}}]",x,,"[' the tru mlange candle fit right it', 'pumice stone', ' wooden brush', ' bar of exfoliating and softening oatmeal soap,', 'containers of body scrub', ' body wash', 'body lotion']"
3L84EBDQ4BHX9GPBB9P3D5XXWMDKK3,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3QFUFYSY93U42C6OF8GSFVCMLSGF4A,worker_271,Submitted,Tue Jan 24 04:58:33 PST 2023,Tue Jan 24 05:01:49 PST 2023,Fri Jan 27 05:01:49 PST 2023,,,,196,100% (22/22),100% (22/22),100% (22/22),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":254,""label"":""relevant-text-span"",""startOffset"":236},{""endOffset"":308,""label"":""relevant-text-span"",""startOffset"":271},{""endOffset"":367,""label"":""relevant-text-span"",""startOffset"":322},{""endOffset"":544,""label"":""relevant-text-span"",""startOffset"":483},{""endOffset"":606,""label"":""relevant-text-span"",""startOffset"":596},{""endOffset"":938,""label"":""relevant-text-span"",""startOffset"":851},{""endOffset"":1007,""label"":""relevant-text-span"",""startOffset"":973}]}}]",x,,"['tru mlange candle', 'pumice stone and wooden brush matched', 'bar of exfoliating and softening oatmeal soap', 'beautiful containers of body scrub, body wash and body lotion', 'Chocolates', 'You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc.', 'Moms favorite tea, coffee or wine']"
3L84EBDQ4BHX9GPBB9P3D5XXWMDKK3,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3LOTDFNYACEGBEP8PEMBANVD5LUWFS,worker_217,Submitted,Tue Jan 24 06:31:14 PST 2023,Tue Jan 24 06:32:40 PST 2023,Fri Jan 27 06:32:40 PST 2023,,,,86,97% (573/590),95% (299/316),94% (292/309),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":419,""label"":""relevant-text-span"",""startOffset"":196},{""endOffset"":544,""label"":""relevant-text-span"",""startOffset"":483},{""endOffset"":655,""label"":""relevant-text-span"",""startOffset"":596},{""endOffset"":794,""label"":""relevant-text-span"",""startOffset"":708},{""endOffset"":1227,""label"":""relevant-text-span"",""startOffset"":939}]}}]",x,,"[' In keeping with the vanilla theme, the tru mlange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.', 'beautiful containers of body scrub, body wash and body lotion', 'Chocolates are always on my list for a pampering experience', 'I picked up a couple containers of various chocolates and divided them into mason jars', 'Dont forget something to drink!  Moms favorite tea, coffee or wine makes a great pairing for a night of pampering.  Ros is not only a top choice, its also a beautiful one!  This bottle of Grard Bertrand Cot des Roses was stunning and I knew the bottle could even be reused later on.']"
3L84EBDQ4BHX9GPBB9P3D5XXWMDKK3,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,31N2WW6R9W5JKGNKFUB95QKG7SKF3P,worker_385,Submitted,Tue Jan 24 04:58:31 PST 2023,Tue Jan 24 05:06:24 PST 2023,Fri Jan 27 05:06:24 PST 2023,,,,473,99% (71/72),98% (63/64),98% (63/64),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":195,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":419,""label"":""relevant-text-span"",""startOffset"":197},{""endOffset"":545,""label"":""relevant-text-span"",""startOffset"":421},{""endOffset"":849,""label"":""relevant-text-span"",""startOffset"":596},{""endOffset"":938,""label"":""relevant-text-span"",""startOffset"":851},{""endOffset"":1055,""label"":""relevant-text-span"",""startOffset"":939},{""endOffset"":1227,""label"":""relevant-text-span"",""startOffset"":1057}]}}]",x,,"['For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.', 'In keeping with the vanilla theme, the tru mlange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.', 'In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.', 'Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars because I just think anything in a mason jar is cute!', 'You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc.', 'Dont forget something to drink!  Moms favorite tea, coffee or wine makes a great pairing for a night of pampering.', 'Ros is not only a top choice, its also a beautiful one!  This bottle of Grard Bertrand Cot des Roses was stunning and I knew the bottle could even be reused later on.']"
373L46LKQBL2YWJTTOPRCQXKHXDKJ4,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Thu Jan 26 00:16:30 PST 2023,1,BatchId:4996518;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 00:16:30 PST 2023,,,3C44YUNSI64TTLEBMMDQUTKW1NQPDJ,worker_385,Submitted,Thu Jan 26 03:48:54 PST 2023,Thu Jan 26 03:50:06 PST 2023,Sun Jan 29 03:50:06 PST 2023,,,,72,98% (131/133),98% (123/125),98% (89/91),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":419,""label"":""relevant-text-span"",""startOffset"":197},{""endOffset"":545,""label"":""relevant-text-span"",""startOffset"":421},{""endOffset"":655,""label"":""relevant-text-span"",""startOffset"":596},{""endOffset"":1054,""label"":""relevant-text-span"",""startOffset"":973},{""endOffset"":1114,""label"":""relevant-text-span"",""startOffset"":1057}]}}]",x,,"['In keeping with the vanilla theme, the tru mlange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.', 'In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.', 'Chocolates are always on my list for a pampering experience', 'Moms favorite tea, coffee or wine makes a great pairing for a night of pampering', 'Ros is not only a top choice, its also a beautiful one!']"
373L46LKQBL2YWJTTOPRCQXKHXDKJ4,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,37C0GNLMHKILJFW67QEHOTTF56N6DS,worker_107,Submitted,Tue Jan 24 06:38:41 PST 2023,Tue Jan 24 06:39:24 PST 2023,Fri Jan 27 06:39:24 PST 2023,,,,43,100% (17/17),100% (17/17),100% (17/17),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":343,""label"":""relevant-text-span"",""startOffset"":141}]}}]",x,,"['You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc.']"
373L46LKQBL2YWJTTOPRCQXKHXDKJ4,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,37Z929RLGENXN2Q00THZU27TQH8TSK,worker_248,Submitted,Tue Jan 24 06:47:02 PST 2023,Tue Jan 24 06:48:34 PST 2023,Fri Jan 27 06:48:34 PST 2023,,,,92,98% (96/98),98% (96/98),98% (96/98),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":88,""label"":""relevant-text-span"",""startOffset"":68},{""endOffset"":189,""label"":""relevant-text-span"",""startOffset"":172},{""endOffset"":201,""label"":""relevant-text-span"",""startOffset"":190},{""endOffset"":213,""label"":""relevant-text-span"",""startOffset"":202},{""endOffset"":224,""label"":""relevant-text-span"",""startOffset"":215},{""endOffset"":236,""label"":""relevant-text-span"",""startOffset"":226},{""endOffset"":260,""label"":""relevant-text-span"",""startOffset"":238},{""endOffset"":269,""label"":""relevant-text-span"",""startOffset"":262},{""endOffset"":285,""label"":""relevant-text-span"",""startOffset"":271},{""endOffset"":304,""label"":""relevant-text-span"",""startOffset"":287},{""endOffset"":337,""label"":""relevant-text-span"",""startOffset"":306}]}}]",x,,"[' Make a spa in a box', ' nice plush towel', ' housecoat,', 'bubble bath', 'body wash', 'bath salts', 'inflatable bath pillow', 'candles', 'face mask kits', 'sponges or loofas', 'foot massager with salts for it']"
373L46LKQBL2YWJTTOPRCQXKHXDKJ4,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3TR2532VIU9YM1WYHM0SRROSAPUJ6R,worker_271,Submitted,Tue Jan 24 04:26:07 PST 2023,Tue Jan 24 04:28:11 PST 2023,Fri Jan 27 04:28:11 PST 2023,,,,124,100% (22/22),100% (22/22),100% (22/22),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":189,""label"":""relevant-text-span"",""startOffset"":173},{""endOffset"":200,""label"":""relevant-text-span"",""startOffset"":191},{""endOffset"":213,""label"":""relevant-text-span"",""startOffset"":202},{""endOffset"":224,""label"":""relevant-text-span"",""startOffset"":215},{""endOffset"":236,""label"":""relevant-text-span"",""startOffset"":226},{""endOffset"":260,""label"":""relevant-text-span"",""startOffset"":238},{""endOffset"":269,""label"":""relevant-text-span"",""startOffset"":262},{""endOffset"":285,""label"":""relevant-text-span"",""startOffset"":271},{""endOffset"":294,""label"":""relevant-text-span"",""startOffset"":287},{""endOffset"":304,""label"":""relevant-text-span"",""startOffset"":298},{""endOffset"":337,""label"":""relevant-text-span"",""startOffset"":306},{""endOffset"":367,""label"":""relevant-text-span"",""startOffset"":351},{""endOffset"":627,""label"":""relevant-text-span"",""startOffset"":570},{""endOffset"":743,""label"":""relevant-text-span"",""startOffset"":629},{""endOffset"":812,""label"":""relevant-text-span"",""startOffset"":745},{""endOffset"":965,""label"":""relevant-text-span"",""startOffset"":903},{""endOffset"":1074,""label"":""relevant-text-span"",""startOffset"":967}]}}]",x,,"['nice plush towel', 'housecoat', 'bubble bath', 'body wash', 'bath salts', 'inflatable bath pillow', 'candles', 'face mask kits', 'sponges', 'loofas', 'foot massager with salts for it', 'home-cooked meal', 'Gift certificates for her favorite stores or restaurants.', 'Jar of wishes, filled with $1 and $2 coins  she can use this for whatever she likes  coffee, treats, bingo, etc.', 'Mom keepsakes  things like the statues or poems dedicated to moms.', 'Cookbook stands, or recipe boxes for all moms secret recipes.', 'If you can get hold of all moms best recipes you can make a recipe book filled with the Kids Favorites.']"
373L46LKQBL2YWJTTOPRCQXKHXDKJ4,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3ZGVPD4G6YWUOECEVLB7QV4WDVATZP,worker_217,Submitted,Tue Jan 24 03:45:52 PST 2023,Tue Jan 24 03:46:22 PST 2023,Fri Jan 27 03:46:22 PST 2023,,,,30,97% (573/590),95% (299/316),94% (292/309),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":344,""label"":""relevant-text-span"",""startOffset"":141}]}}]",x,,"['You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. ']"
3K2CEDRADFGR2NF1QUGBT9CX44ZMTG,3TD7B5RKTLMYZ6VBI7HRHMQBH2TZQ0,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Tue Jan 24 02:41:45 PST 2023,5,BatchId:4994932;OriginalHitTemplateId:928390909;,600,259200,Fri Jan 27 02:41:45 PST 2023,,,3V0Z7YWSI3FJVVDRB92842IAP84V2E,worker_385,Submitted,Tue Jan 24 04:45:55 PST 2023,Tue Jan 24 04:46:38 PST 2023,Fri Jan 27 04:46:38 PST 2023,,,,43,99% (71/72),98% (63/64),98% (63/64),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":343,""label"":""relevant-text-span"",""startOffset"":141}]}}]",x,,"['You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc.']"
