,QueryPassage,Jaccard,Confidence
0,"('144_1-1', 'MARCO_10_1622826223-2')",0.0,3.3333333333333335
1,"('144_1-1', 'MARCO_39_444862558-10')",0.17090069284064666,3.3333333333333335
2,"('144_1-1', 'MARCO_39_444862558-6')",0.20734126984126985,3.3333333333333335
3,"('144_1-1', 'MARCO_50_1312951478-17')",0.15359477124183007,3.3333333333333335
4,"('144_1-1', 'MARCO_52_1619575137-4')",0.3847402597402597,3.6666666666666665
5,"('144_1-3', 'KILT_113053-21')",1.0,4.0
6,"('144_1-3', 'MARCO_01_1437130646-11')",0.7660377358490567,4.0
7,"('144_1-3', 'MARCO_01_1437130646-14')",0.3126984126984127,3.3333333333333335
8,"('144_1-3', 'MARCO_01_1437130646-3')",0.0,3.3333333333333335
9,"('144_1-3', 'MARCO_18_3119373597-9')",0.0,3.0
10,"('144_1-5', 'MARCO_18_3119064865-67')",0.35405405405405405,3.0
11,"('144_1-5', 'MARCO_18_3120100172-5')",0.0,3.0
12,"('144_1-5', 'MARCO_28_969980760-3')",0.39917127071823205,2.6666666666666665
13,"('144_1-5', 'MARCO_40_1275785480-2')",0.21645021645021645,3.6666666666666665
14,"('144_1-5', 'MARCO_57_673503315-3')",0.23308270676691728,3.3333333333333335
15,"('144_2-1', 'KILT_34666187-1')",0.5909604519774011,4.0
16,"('144_2-1', 'KILT_34666187-6')",0.41483516483516486,3.6666666666666665
17,"('144_2-1', 'MARCO_16_3762229120-26')",0.0,3.3333333333333335
18,"('144_2-1', 'MARCO_17_3581880174-11')",0.0,2.6666666666666665
19,"('144_2-1', 'MARCO_18_3116878569-16')",0.23770491803278687,2.6666666666666665
20,"('144_2-11', 'KILT_262135-2')",0.7081260364842454,3.0
21,"('144_2-11', 'MARCO_40_1715060264-2')",1.0,3.3333333333333335
22,"('144_2-11', 'MARCO_40_1715060264-4')",1.0,4.333333333333333
23,"('144_2-11', 'MARCO_41_2016199554-3')",0.4940374787052811,3.6666666666666665
24,"('144_2-11', 'MARCO_41_2016222627-3')",0.823170731707317,3.0
25,"('144_2-13', 'KILT_520402-6')",0.9956521739130435,2.6666666666666665
26,"('144_2-13', 'MARCO_16_4041869224-3')",0.4444444444444444,3.3333333333333335
27,"('144_2-13', 'MARCO_17_3580319373-22')",0.0,1.3333333333333333
28,"('144_2-13', 'MARCO_17_3580319373-7')",0.45217391304347826,2.6666666666666665
29,"('144_2-13', 'MARCO_44_1714764290-3')",0.15702479338842976,3.0
30,"('144_2-15', 'KILT_30856603-5')",0.23828920570264767,3.3333333333333335
31,"('144_2-15', 'KILT_30856603-7')",0.4537037037037037,3.0
32,"('144_2-15', 'MARCO_04_998721858-30')",0.35944700460829493,3.0
33,"('144_2-15', 'MARCO_17_575493501-2')",0.27070707070707073,3.6666666666666665
34,"('144_2-15', 'MARCO_18_2441554190-3')",0.0,1.6666666666666667
35,"('144_2-17', 'KILT_1295452-1')",0.31346578366445915,4.0
36,"('144_2-17', 'KILT_314978-2')",0.5618729096989966,4.0
37,"('144_2-17', 'KILT_520402-18')",0.6771300448430493,3.3333333333333335
38,"('144_2-17', 'MARCO_02_1715119966-2')",0.0,3.0
39,"('144_2-17', 'MARCO_17_1351854116-1')",0.26055045871559634,3.6666666666666665
40,"('144_2-3', 'KILT_37724098-9')",0.0,3.3333333333333335
41,"('144_2-3', 'KILT_832774-14')",0.0,4.0
42,"('144_2-3', 'MARCO_18_3116444373-2')",0.136431784107946,3.0
43,"('144_2-3', 'MARCO_18_3116977530-11')",0.3684210526315789,3.6666666666666665
44,"('144_2-3', 'MARCO_28_970280486-1')",0.8516746411483254,3.0
45,"('144_2-5', 'KILT_23595810-9')",0.45535714285714285,3.3333333333333335
46,"('144_2-5', 'MARCO_14_466458461-3')",0.0,3.0
47,"('144_2-5', 'MARCO_26_1067160456-1')",0.8155619596541787,4.0
48,"('144_2-5', 'MARCO_26_1067160456-6')",0.1592292089249493,3.0
49,"('144_2-5', 'MARCO_50_1715454007-2')",0.403470715835141,4.0
50,"('144_2-7', 'MARCO_17_2342820129-11')",0.30726256983240224,2.6666666666666665
51,"('144_2-7', 'MARCO_18_2918414305-9')",0.18616567036720752,3.3333333333333335
52,"('144_2-7', 'MARCO_26_1067150539-4')",0.6511397423191279,3.6666666666666665
53,"('144_2-7', 'MARCO_26_1067160456-5')",0.5067628494138864,3.3333333333333335
54,"('144_2-7', 'MARCO_26_1067160456-6')",0.6764275256222547,4.0
55,"('144_2-9', 'MARCO_02_1715119966-9')",0.2974683544303797,2.3333333333333335
56,"('144_2-9', 'MARCO_17_3581880174-11')",0.08333333333333333,2.3333333333333335
57,"('144_2-9', 'MARCO_18_2918414305-9')",0.5336927223719676,3.6666666666666665
58,"('144_2-9', 'MARCO_26_1067150539-4')",0.7192982456140351,3.3333333333333335
59,"('144_2-9', 'MARCO_26_1067160456-5')",0.2952468007312614,4.0
60,"('144_3-1', 'KILT_23595810-3')",0.1676923076923077,2.0
61,"('144_3-1', 'KILT_37724098-7')",0.0,3.0
62,"('144_3-1', 'MARCO_18_3116444373-5')",0.0,3.3333333333333335
63,"('144_3-1', 'MARCO_18_3233548707-7')",1.0,2.6666666666666665
64,"('144_3-1', 'MARCO_19_1767990244-46')",0.2953271028037383,4.0
65,"('143_1-1', 'KILT_42423740-1')",0.2629757785467128,3.3333333333333335
66,"('143_1-1', 'MARCO_32_1186259104-2')",0.0,3.3333333333333335
67,"('143_1-1', 'MARCO_44_737771076-2')",0.0,3.3333333333333335
68,"('143_1-1', 'MARCO_56_1468600279-7')",0.0,4.0
69,"('143_1-1', 'MARCO_59_690617273-7')",0.18948655256723718,3.6666666666666665
70,"('143_1-11', 'MARCO_00_554022123-7')",0.443001443001443,3.0
71,"('143_1-11', 'MARCO_29_1537153371-4')",0.0,3.6666666666666665
72,"('143_1-11', 'MARCO_44_737771076-2')",0.17625,4.0
73,"('143_1-11', 'MARCO_56_1468600279-7')",0.0,2.6666666666666665
74,"('143_1-11', 'MARCO_59_689058722-2')",0.0,3.3333333333333335
75,"('143_1-13', 'MARCO_22_1797178347-8')",0.036521739130434785,3.6666666666666665
76,"('143_1-13', 'MARCO_30_126772566-3')",0.035493827160493825,4.666666666666667
77,"('143_1-13', 'MARCO_35_360867588-4')",0.07003891050583658,4.333333333333333
78,"('143_1-13', 'MARCO_36_722824466-14')",0.029166666666666667,4.333333333333333
79,"('143_1-13', 'WAPO_2321616de259a1e47e1720d1c17dd219-1')",0.28738317757009346,4.666666666666667
80,"('143_1-15', 'MARCO_13_1445428180-7')",0.4460580912863071,3.6666666666666665
81,"('143_1-15', 'MARCO_14_928152695-2')",0.8823529411764706,4.0
82,"('143_1-15', 'MARCO_36_1088653421-1')",0.4348137535816619,3.3333333333333335
83,"('143_1-15', 'MARCO_37_419653283-1')",0.5487394957983194,3.0
84,"('143_1-15', 'MARCO_40_588009354-24')",0.6388557806912991,4.333333333333333
85,"('143_1-17', 'MARCO_12_2010057403-6')",0.6084142394822006,3.6666666666666665
86,"('143_1-17', 'MARCO_35_434340657-2')",0.0,3.3333333333333335
87,"('143_1-17', 'MARCO_40_588009354-26')",0.17027863777089783,4.0
88,"('143_1-17', 'MARCO_44_710394583-3')",0.5739549839228296,3.6666666666666665
89,"('143_1-17', 'MARCO_53_898399368-17')",0.23872679045092837,3.3333333333333335
90,"('143_1-19', 'MARCO_16_4042721836-22')",0.642965204236006,4.0
91,"('143_1-19', 'MARCO_16_4043089295-2')",0.6130612244897959,4.333333333333333
92,"('143_1-19', 'MARCO_20_1717425204-3')",0.9747292418772563,4.0
93,"('143_1-19', 'MARCO_47_921598546-9')",0.5038759689922481,3.6666666666666665
94,"('143_1-19', 'WAPO_885878b53de0bdcca651e1265fadfaba-1')",0.14304812834224598,4.333333333333333
95,"('143_1-3', 'KILT_42423740-1')",0.9173913043478261,4.0
96,"('143_1-3', 'MARCO_30_938880876-2')",0.39476678043230945,3.3333333333333335
97,"('143_1-3', 'MARCO_32_1186259104-3')",0.1251840942562592,4.333333333333333
98,"('143_1-3', 'MARCO_44_1517586522-16')",0.0,3.0
99,"('143_1-3', 'MARCO_46_393414303-17')",0.12510785159620363,3.3333333333333335
100,"('143_1-5', 'MARCO_59_690617273-16')",0.18627450980392157,4.333333333333333
101,"('143_1-5', 'MARCO_59_690617273-17')",0.0,4.0
102,"('143_1-5', 'MARCO_59_690617273-3')",0.0,3.0
103,"('143_1-5', 'MARCO_59_690617273-7')",0.9916317991631799,4.333333333333333
104,"('143_1-5', 'MARCO_59_690617273-9')",0.0,3.0
105,"('143_1-7', 'MARCO_29_1537139190-1')",0.42497482376636453,4.0
106,"('143_1-7', 'MARCO_29_1537139190-5')",0.11380400421496312,4.0
107,"('143_1-7', 'MARCO_29_1537139190-7')",0.0,4.0
108,"('143_1-7', 'MARCO_29_1537181402-7')",0.0,3.0
109,"('143_1-7', 'MARCO_53_1307400564-2')",0.13729977116704806,3.0
110,"('140_1-11', 'KILT_13924866-1')",0.2064935064935065,3.3333333333333335
111,"('140_1-11', 'KILT_20489982-22')",0.0,2.6666666666666665
112,"('140_1-11', 'KILT_28678189-2')",0.47674418604651164,4.0
113,"('140_1-11', 'KILT_29210637-1')",0.0,3.6666666666666665
114,"('140_1-11', 'KILT_9329471-4')",1.0,4.0
115,"('140_1-3', 'MARCO_08_823639828-4')",0.025477707006369428,4.0
116,"('140_1-3', 'MARCO_22_258349794-7')",0.08559201141226819,3.0
117,"('140_1-3', 'MARCO_22_258349794-8')",0.0,3.3333333333333335
118,"('140_1-3', 'MARCO_24_1718716761-7')",0.027777777777777776,3.0
119,"('140_1-3', 'MARCO_29_1413346262-2')",0.0,3.6666666666666665
120,"('140_1-7', 'KILT_11859745-4')",0.706951871657754,3.6666666666666665
121,"('140_1-7', 'KILT_28461170-2')",0.17712177121771217,3.3333333333333335
122,"('140_1-7', 'KILT_28832499-1')",0.7884444444444444,3.3333333333333335
123,"('140_1-7', 'MARCO_08_823639828-4')",0.7472035794183445,4.0
124,"('140_1-7', 'MARCO_22_258349794-8')",0.5734463276836158,4.0
125,"('140_1-9', 'KILT_28678189-1')",0.48786127167630056,3.0
126,"('140_1-9', 'KILT_28678189-3')",0.23327464788732394,2.6666666666666665
127,"('140_1-9', 'KILT_28678189-4')",0.1784776902887139,2.6666666666666665
128,"('140_1-9', 'KILT_39388584-2')",1.0,2.0
129,"('140_1-9', 'KILT_55122976-3')",0.5444839857651246,3.6666666666666665
130,"('140_2-1', 'KILT_11859745-1')",0.907725321888412,2.6666666666666665
131,"('140_2-1', 'KILT_36594714-1')",0.0,3.0
132,"('140_2-1', 'KILT_36594714-2')",0.0,2.6666666666666665
133,"('140_2-1', 'KILT_50059281-5')",0.0,2.0
134,"('140_2-1', 'KILT_59101211-1')",0.4389438943894389,3.0
135,"('140_2-3', 'KILT_36594714-1')",0.0,3.0
136,"('140_2-3', 'KILT_50402406-1')",0.0,2.6666666666666665
137,"('140_2-3', 'KILT_53802305-1')",0.2127659574468085,2.6666666666666665
138,"('140_2-3', 'KILT_53802305-2')",0.3003452243958573,3.3333333333333335
139,"('140_2-3', 'KILT_59101211-1')",0.04994686503719448,3.0
140,"('140_3-1', 'KILT_26041112-3')",0.0,3.0
141,"('140_3-1', 'MARCO_08_823639828-6')",0.047094188376753505,3.3333333333333335
142,"('140_3-1', 'MARCO_25_227869196-5')",0.015105740181268883,3.3333333333333335
143,"('140_3-1', 'MARCO_30_1029169387-18')",0.16666666666666666,3.3333333333333335
144,"('140_3-1', 'MARCO_55_1038491477-3')",0.008391608391608392,3.0
145,"('140_4-10', 'MARCO_11_723809604-5')",0.41,4.0
146,"('140_4-10', 'MARCO_37_1107482875-1')",0.990990990990991,4.333333333333333
147,"('140_4-10', 'MARCO_37_1107517688-1')",1.0,3.6666666666666665
148,"('140_4-10', 'MARCO_37_1107517688-3')",0.21473029045643152,3.3333333333333335
149,"('140_4-10', 'MARCO_37_1107517688-4')",0.6801346801346801,4.0
150,"('140_4-12', 'MARCO_11_1562495073-3')",0.04093567251461988,4.333333333333333
151,"('140_4-12', 'MARCO_17_3599769542-10')",0.028985507246376812,4.333333333333333
152,"('140_4-12', 'MARCO_19_654638400-10')",0.04861111111111111,4.333333333333333
153,"('140_4-12', 'MARCO_30_407817046-7')",0.0,3.6666666666666665
154,"('140_4-12', 'MARCO_57_1935960136-1')",0.2635135135135135,3.6666666666666665
155,"('140_4-14', 'KILT_23242173-2')",0.3337393422655298,3.3333333333333335
156,"('140_4-14', 'MARCO_03_1426659796-2')",0.06866952789699571,3.3333333333333335
157,"('140_4-14', 'MARCO_11_723817460-7')",0.4117647058823529,3.6666666666666665
158,"('140_4-14', 'MARCO_13_1205680173-2')",0.050271739130434784,3.0
159,"('140_4-14', 'MARCO_19_947484619-3')",0.7364864864864865,3.6666666666666665
160,"('140_4-16', 'MARCO_20_99977098-2')",0.04410354745925216,3.0
161,"('140_4-16', 'MARCO_20_99977098-6')",1.0,3.0
162,"('140_4-16', 'MARCO_30_1025297153-1')",0.0,3.3333333333333335
163,"('140_4-16', 'MARCO_30_427506360-5')",0.056818181818181816,3.6666666666666665
164,"('140_4-16', 'MARCO_45_802527701-3')",0.1568627450980392,3.3333333333333335
165,"('140_4-2', 'KILT_13583474-4')",0.6041083099906629,3.3333333333333335
166,"('140_4-2', 'MARCO_18_798247652-1')",0.7405475880052151,3.6666666666666665
167,"('140_4-2', 'MARCO_30_1029169387-9')",0.584051724137931,3.6666666666666665
168,"('140_4-2', 'MARCO_37_1107482875-3')",0.7002700270027002,3.0
169,"('140_4-2', 'MARCO_58_1491118721-2')",0.6348973607038123,3.6666666666666665
170,"('140_4-6', 'KILT_844568-1')",0.03579676674364896,3.0
171,"('140_4-6', 'MARCO_13_1204369497-2')",0.0,2.6666666666666665
172,"('140_4-6', 'MARCO_25_228806808-2')",0.003913894324853229,3.0
173,"('140_4-6', 'MARCO_30_1025211734-2')",0.03201970443349754,3.0
174,"('140_4-6', 'MARCO_30_1025297153-8')",0.1485148514851485,3.0
175,"('140_4-8', 'MARCO_40_1002073335-1')",0.0,3.0
176,"('140_4-8', 'MARCO_48_849543852-1')",0.07142857142857142,4.0
177,"('140_4-8', 'MARCO_48_849543852-12')",0.0975609756097561,3.6666666666666665
178,"('140_4-8', 'MARCO_51_38815629-1')",0.16666666666666666,3.6666666666666665
179,"('140_4-8', 'MARCO_51_38815629-2')",0.0,4.0
180,"('132_1-1', 'MARCO_16_3117875026-1')",0.18024263431542462,4.0
181,"('132_1-1', 'MARCO_30_1605964568-1')",0.3586206896551724,3.3333333333333335
182,"('132_1-1', 'MARCO_33_1621342262-5')",1.0,3.6666666666666665
183,"('132_1-1', 'MARCO_56_506900502-5')",0.11818181818181818,3.0
184,"('132_1-1', 'WAPO_7X7AWMCHIQI6VENLZZBZVJOHYE-1')",0.0,2.0
185,"('132_1-3', 'KILT_49557688-3')",0.4175347222222222,3.3333333333333335
186,"('132_1-3', 'MARCO_00_1102877206-1')",0.6949152542372882,4.0
187,"('132_1-3', 'MARCO_00_1212667583-7')",0.3413793103448276,3.6666666666666665
188,"('132_1-3', 'MARCO_05_1665685814-3')",0.21995192307692307,3.3333333333333335
189,"('132_1-3', 'MARCO_47_1200944223-2')",0.6024096385542169,3.3333333333333335
190,"('132_1-5', 'MARCO_17_540104257-1')",0.412484700122399,3.3333333333333335
191,"('132_1-5', 'MARCO_17_694749195-7')",0.2015810276679842,2.3333333333333335
192,"('132_1-5', 'MARCO_21_572388581-7')",0.43808777429467083,3.3333333333333335
193,"('132_1-5', 'MARCO_47_1200944223-2')",0.8411214953271028,3.0
194,"('132_1-5', 'WAPO_dc1adb4ff015b2d3c854231688bd6812-2')",0.10946408209806158,3.0
195,"('132_2-1', 'KILT_29870854-4')",0.21348314606741572,4.0
196,"('132_2-1', 'KILT_78449-18')",0.13346613545816732,3.6666666666666665
197,"('132_2-1', 'MARCO_17_3309188225-26')",0.1797752808988764,3.3333333333333335
198,"('132_2-1', 'MARCO_17_3309188225-28')",0.6212389380530974,3.3333333333333335
199,"('132_2-1', 'WAPO_d75ced6d51eabfb932d24f5efe121dc0-1')",0.0,3.0
200,"('132_2-11', 'MARCO_19_203198818-1')",0.22167487684729065,3.0
201,"('132_2-11', 'MARCO_30_1666443704-1')",0.6518218623481782,3.6666666666666665
202,"('132_2-11', 'MARCO_30_1666443704-3')",0.7334437086092715,4.0
203,"('132_2-11', 'MARCO_48_1251187189-3')",0.0,3.0
204,"('132_2-11', 'MARCO_56_506900502-5')",0.0,3.0
205,"('132_2-13', 'KILT_54199706-3')",0.40481927710843374,3.6666666666666665
206,"('132_2-13', 'MARCO_18_1270013948-13')",0.5146036161335188,3.6666666666666665
207,"('132_2-13', 'MARCO_48_1251187189-20')",0.5936936936936937,3.0
208,"('132_2-13', 'WAPO_2b52ad05cc0adfc1488be4bda2b57849-5')",0.21303258145363407,3.6666666666666665
209,"('132_2-13', 'WAPO_724598649fd6e126bb1c9c0a1f621d7b-3')",0.2276064610866373,3.3333333333333335
210,"('132_2-3', 'KILT_78449-20')",0.0,2.6666666666666665
211,"('132_2-3', 'MARCO_16_3677605305-6')",0.0,3.0
212,"('132_2-3', 'MARCO_17_3309188225-26')",0.14285714285714285,3.6666666666666665
213,"('132_2-3', 'MARCO_17_3309188225-27')",0.325,3.6666666666666665
214,"('132_2-3', 'MARCO_48_1730558236-1')",0.5743243243243243,4.0
215,"('132_2-5', 'MARCO_01_245083128-3')",0.29292929292929293,3.6666666666666665
216,"('132_2-5', 'MARCO_15_1888001823-3')",0.0,3.6666666666666665
217,"('132_2-5', 'MARCO_35_526302661-10')",0.20490928495197439,3.3333333333333335
218,"('132_2-5', 'MARCO_48_1250272123-1')",0.17219251336898395,2.0
219,"('132_2-5', 'WAPO_66f67d4c7440b99c54e9fdb2e485c90a-2')",0.2427652733118971,3.3333333333333335
220,"('132_2-7', 'MARCO_03_365242258-3')",0.09870550161812297,2.3333333333333335
221,"('132_2-7', 'MARCO_54_1561992811-2')",0.0,4.0
222,"('132_2-7', 'WAPO_3ab6873512d70d68eed1d24a48b867a9-5')",0.5486725663716814,3.0
223,"('132_2-7', 'WAPO_66f67d4c7440b99c54e9fdb2e485c90a-2')",0.14840499306518723,3.0
224,"('132_2-7', 'WAPO_66f67d4c7440b99c54e9fdb2e485c90a-4')",0.30788804071246817,3.0
225,"('132_3-1', 'KILT_54199706-1')",0.7160883280757098,3.3333333333333335
226,"('132_3-1', 'MARCO_04_1015478190-2')",0.0,3.3333333333333335
227,"('132_3-1', 'MARCO_57_175410746-11')",0.28760330578512394,3.6666666666666665
228,"('132_3-1', 'WAPO_69adf632-47b7-11e7-a196-a1bb629f64cb-6')",0.26857749469214437,3.0
229,"('132_3-1', 'WAPO_fbcb0196-46da-11e7-bcde-624ad94170ab-1')",0.2239010989010989,4.0
230,"('132_3-3', 'KILT_54199706-23')",0.3157894736842105,3.3333333333333335
231,"('132_3-3', 'KILT_54199706-27')",0.9140969162995595,4.0
232,"('132_3-3', 'MARCO_19_266473698-20')",0.802367941712204,3.3333333333333335
233,"('132_3-3', 'MARCO_19_266473698-22')",0.9834162520729685,3.3333333333333335
234,"('132_3-3', 'MARCO_19_266473698-30')",0.6160145586897179,3.6666666666666665
235,"('132_3-5', 'MARCO_04_659842335-1')",0.4426229508196721,4.333333333333333
236,"('132_3-5', 'MARCO_19_266473698-39')",0.7777777777777778,4.0
237,"('132_3-5', 'MARCO_34_276845054-80')",0.34844868735083534,3.6666666666666665
238,"('132_3-5', 'MARCO_48_608624164-2')",0.6962962962962963,2.3333333333333335
239,"('132_3-5', 'MARCO_57_1474727268-1')",0.3931297709923664,3.6666666666666665
240,"('138_1-1', 'MARCO_13_1743844487-4')",0.28043990573448546,3.3333333333333335
241,"('138_1-1', 'MARCO_15_1949968677-2')",0.26728723404255317,3.6666666666666665
242,"('138_1-1', 'MARCO_15_1949968677-3')",0.15021008403361344,3.6666666666666665
243,"('138_1-1', 'MARCO_47_578522580-3')",0.2925026399155227,3.6666666666666665
244,"('138_1-1', 'MARCO_56_1629337210-2')",0.13005050505050506,3.6666666666666665
245,"('138_1-11', 'MARCO_23_941472041-2')",0.7533783783783784,4.0
246,"('138_1-11', 'MARCO_23_941472041-3')",0.56,3.3333333333333335
247,"('138_1-11', 'MARCO_25_16527695-6')",0.509493670886076,3.3333333333333335
248,"('138_1-11', 'MARCO_28_654499542-3')",0.3175355450236967,3.3333333333333335
249,"('138_1-11', 'MARCO_58_584469515-7')",0.43423423423423424,4.0
250,"('138_1-3', 'MARCO_14_43917945-14')",0.0,3.3333333333333335
251,"('138_1-3', 'MARCO_25_16527695-5')",0.09937238493723849,3.6666666666666665
252,"('138_1-3', 'MARCO_31_887761133-9')",0.11298076923076923,3.6666666666666665
253,"('138_1-3', 'MARCO_41_805630129-4')",0.0,4.0
254,"('138_1-3', 'MARCO_52_345425266-7')",0.3918918918918919,3.6666666666666665
255,"('138_1-5', 'MARCO_45_678453416-4')",0.48722316865417375,3.6666666666666665
256,"('138_1-5', 'MARCO_57_2377972070-14')",0.14947368421052631,4.0
257,"('138_1-5', 'MARCO_58_814882529-10')",0.13884555382215288,4.333333333333333
258,"('138_1-5', 'MARCO_58_814882529-11')",0.6697416974169742,3.6666666666666665
259,"('138_1-5', 'MARCO_58_814882529-3')",0.06432748538011696,3.6666666666666665
260,"('138_1-7', 'MARCO_02_1226784544-3')",0.15492957746478872,3.6666666666666665
261,"('138_1-7', 'MARCO_02_1226784544-6')",0.26939655172413796,4.333333333333333
262,"('138_1-7', 'MARCO_10_715405810-3')",0.16602809706257982,3.3333333333333335
263,"('138_1-7', 'MARCO_10_715405810-4')",0.2,3.6666666666666665
264,"('138_1-7', 'MARCO_46_685168129-2')",0.6064516129032258,4.0
265,"('138_1-9', 'MARCO_24_1494002255-1')",0.1535312180143296,3.3333333333333335
266,"('138_1-9', 'MARCO_24_1494002255-2')",0.16020408163265307,4.333333333333333
267,"('138_1-9', 'MARCO_48_1696067336-1')",0.0,3.6666666666666665
268,"('138_1-9', 'MARCO_48_1696067336-2')",0.6428571428571429,4.0
269,"('138_1-9', 'MARCO_48_558840391-5')",0.11846153846153847,4.0
270,"('141_1-1', 'MARCO_21_1066107746-3')",0.15112540192926044,3.6666666666666665
271,"('141_1-1', 'MARCO_24_1152709416-20')",0.0,3.3333333333333335
272,"('141_1-1', 'MARCO_29_1373562149-39')",0.0,2.6666666666666665
273,"('141_1-1', 'MARCO_40_213609048-1')",0.75,3.3333333333333335
274,"('141_1-1', 'MARCO_53_1029923374-3')",0.0,2.6666666666666665
275,"('141_1-3', 'MARCO_37_1283157418-4')",0.2088495575221239,3.6666666666666665
276,"('141_1-3', 'MARCO_40_213609048-1')",0.07679603633360858,4.0
277,"('141_1-3', 'MARCO_44_638364475-3')",0.24572649572649571,4.0
278,"('141_1-3', 'MARCO_44_724479544-3')",0.16812227074235808,4.0
279,"('141_1-3', 'MARCO_56_282980903-4')",0.45260347129506007,4.333333333333333
280,"('141_1-5', 'MARCO_03_1313806317-3')",0.13776337115072934,4.0
281,"('141_1-5', 'MARCO_27_1202500253-8')",0.264026402640264,3.6666666666666665
282,"('141_1-5', 'MARCO_30_836743920-9')",0.09984025559105432,3.3333333333333335
283,"('141_1-5', 'MARCO_46_33251902-10')",0.1420534458509142,4.0
284,"('141_1-5', 'MARCO_54_301163892-8')",0.08011049723756906,4.0
285,"('141_2-1', 'MARCO_00_1200237660-2')",0.0,3.0
286,"('141_2-1', 'MARCO_06_397037872-1')",0.0,3.0
287,"('141_2-1', 'MARCO_14_1199417139-3')",0.0,3.0
288,"('141_2-1', 'MARCO_40_1107677067-2')",0.6391752577319587,3.0
289,"('141_2-1', 'MARCO_44_724479544-2')",0.20625,3.3333333333333335
290,"('141_2-11', 'MARCO_40_212205144-8')",0.1532258064516129,4.0
291,"('141_2-11', 'MARCO_51_1474738036-1')",0.283203125,3.6666666666666665
292,"('141_2-11', 'MARCO_51_1474738036-2')",0.9845201238390093,3.3333333333333335
293,"('141_2-11', 'MARCO_52_1529875069-1')",0.058365758754863814,3.0
294,"('141_2-11', 'MARCO_52_1529875069-5')",0.0,3.3333333333333335
295,"('141_2-3', 'KILT_34997299-1')",0.0,3.3333333333333335
296,"('141_2-3', 'MARCO_52_1529849136-16')",0.0,3.0
297,"('141_2-3', 'MARCO_52_1529849136-4')",0.0,3.6666666666666665
298,"('141_2-3', 'MARCO_52_1529849136-9')",0.0,2.6666666666666665
299,"('141_2-3', 'MARCO_55_1041747783-13')",0.49523809523809526,4.333333333333333
300,"('141_2-9', 'KILT_47185-6')",0.36983842010771995,3.6666666666666665
301,"('141_2-9', 'MARCO_15_401680439-3')",0.1628162816281628,3.3333333333333335
302,"('141_2-9', 'MARCO_15_600646838-2')",0.5267727930535456,3.3333333333333335
303,"('141_2-9', 'MARCO_37_1604568449-2')",0.5319767441860465,3.3333333333333335
304,"('141_2-9', 'MARCO_51_1474738036-2')",0.6772727272727272,3.6666666666666665
305,"('142_1-3', 'MARCO_16_3046749093-39')",0.5890196078431372,4.0
306,"('142_1-3', 'MARCO_20_1201793411-1')",0.0,3.0
307,"('142_1-3', 'MARCO_20_93370013-6')",0.6213235294117647,4.333333333333333
308,"('142_1-3', 'MARCO_29_1447143343-4')",0.0,4.0
309,"('142_1-3', 'MARCO_55_565270973-10')",0.4721627408993576,3.6666666666666665
310,"('142_1-5', 'KILT_255919-44')",0.5630252100840336,3.6666666666666665
311,"('142_1-5', 'MARCO_20_1311000242-1')",0.28646748681898065,3.6666666666666665
312,"('142_1-5', 'MARCO_32_1208243439-1')",0.0,3.0
313,"('142_1-5', 'MARCO_34_1752390170-4')",0.5856697819314641,3.6666666666666665
314,"('142_1-5', 'MARCO_47_1285299013-4')",0.993421052631579,3.6666666666666665
315,"('142_2-2', 'KILT_255919-31')",0.09778597785977859,3.3333333333333335
316,"('142_2-2', 'KILT_2688167-1')",0.0,3.3333333333333335
317,"('142_2-2', 'MARCO_16_3046749093-30')",0.9953703703703703,3.3333333333333335
318,"('142_2-2', 'MARCO_34_1752373917-3')",0.3550488599348534,3.6666666666666665
319,"('142_2-2', 'MARCO_40_917987435-2')",0.3567467652495379,3.3333333333333335
320,"('142_3-1', 'KILT_262752-1')",0.40294840294840295,4.0
321,"('142_3-1', 'MARCO_05_1671278326-1')",0.17857142857142858,3.6666666666666665
322,"('142_3-1', 'MARCO_05_849015218-3')",0.48761061946902656,3.6666666666666665
323,"('142_3-1', 'MARCO_22_1186906798-5')",0.046153846153846156,3.3333333333333335
324,"('142_3-1', 'MARCO_55_1245662540-3')",0.4492415402567094,3.6666666666666665
325,"('142_3-3', 'KILT_262752-5')",0.27410617551462624,3.3333333333333335
326,"('142_3-3', 'MARCO_01_574379408-8')",0.15904761904761905,3.3333333333333335
327,"('142_3-3', 'MARCO_05_1671278326-1')",0.34679334916864607,4.0
328,"('142_3-3', 'MARCO_05_848986452-1')",0.3615819209039548,3.6666666666666665
329,"('142_3-3', 'MARCO_13_429898392-1')",0.5389681668496158,4.0
330,"('142_3-5', 'MARCO_05_767018663-6')",0.9872611464968153,3.6666666666666665
331,"('142_3-5', 'MARCO_05_848986452-1')",0.8742857142857143,4.0
332,"('142_3-5', 'MARCO_05_849015218-3')",0.0,3.6666666666666665
333,"('142_3-5', 'MARCO_13_429898392-1')",0.23707865168539327,3.6666666666666665
