HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans
3DGDV62G8SO33RI1ZVKKMFGPS3J2PP,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,3R2PKQ87N1N4GTXKMKILGBOR2Z0MIJ,worker_477,Submitted,Mon Jan 23 02:38:19 PST 2023,Mon Jan 23 02:41:39 PST 2023,Thu Jan 26 02:41:39 PST 2023,,,,200,77% (134/174),88% (123/140),96% (119/124),133_1-1,0,MARCO_20_570989692-3,4,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":132,""label"":""relevant-text-span"",""startOffset"":51},{""endOffset"":254,""label"":""relevant-text-span"",""startOffset"":236},{""endOffset"":300,""label"":""relevant-text-span"",""startOffset"":271},{""endOffset"":367,""label"":""relevant-text-span"",""startOffset"":320},{""endOffset"":606,""label"":""relevant-text-span"",""startOffset"":596},{""endOffset"":932,""label"":""relevant-text-span"",""startOffset"":861},{""endOffset"":1007,""label"":""relevant-text-span"",""startOffset"":979}]}}]",,,"['gather up any items that would make bath-time a pampering and relaxing experience', 'tru mlange candle', 'pumice stone and wooden brush', 'a bar of exfoliating and softening oatmeal soap', 'Chocolates', 'use pretty goodie bags or other gifting containers and add ribbon, tags', 'favorite tea, coffee or wine']"
3RHLQY6EEXJ4H8UYY0CDF0WYYYCD4I,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,352YTHGRO0SOG8XUAY04U56CGV1H4R,worker_477,Submitted,Mon Jan 23 04:50:08 PST 2023,Mon Jan 23 04:52:13 PST 2023,Thu Jan 26 04:52:13 PST 2023,,,,125,77% (134/174),88% (123/140),96% (119/124),133_1-1,0,MARCO_51_1542142755-2,4,"I love Mother’s day, don’t you? All moms deserve a bit of pampering for Mother’s Day, so this year I decided to put together a little something for all the Moms in the family.  One of my favorite gifts to give for this type of occasion is gift baskets.  Gift Baskets are a great gift option for when you need to put together multiple items or want to personalize the gift for a specific recipient or theme.  Plus I just love being able to pick and choose my favorite goodies to include.  Since this gift basket is for Mother’s Day, I went with the theme of “pampering” and selected just a few of my favorite at-home pampering and beauty products to give.  I especially love the eos line of lip balms and lotions, and I wanted to make sure to include a few items from their Limited Edition Spring Packs in my basket.  To round out the basket, I included a few other pampering products in coordinating, brightly colored packaging.  Disclosure: This post may contain affiliate links.  Are You Ready to Sew Your Own Fabric Gift Basket?  These little fabric baskets can be sewn to any size and with any fabric to fit your gift or theme.",,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":711,""label"":""relevant-text-span"",""startOffset"":674},{""endOffset"":801,""label"":""relevant-text-span"",""startOffset"":750},{""endOffset"":927,""label"":""relevant-text-span"",""startOffset"":865},{""endOffset"":1030,""label"":""relevant-text-span"",""startOffset"":999}]}}]",,,"['the eos line of lip balms and lotions', 'a few items from their Limited Edition Spring Packs', 'pampering products in coordinating, brightly colored packaging', 'Sew Your Own Fabric Gift Basket']"
3VGET1QS04E091C8HTFAA05TWG87W5,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,3N1FSUEFLAF74SSSO2HE3KREO384D5,worker_477,Submitted,Mon Jan 23 03:17:38 PST 2023,Mon Jan 23 03:18:32 PST 2023,Thu Jan 26 03:18:32 PST 2023,,,,54,77% (134/174),88% (123/140),96% (119/124),133_1-1,0,MARCO_23_1600238475-4,3,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":337,""label"":""relevant-text-span"",""startOffset"":173}]}}]",,,"['nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it']"
38F60IALBKWUZ98U1PPQ81O7K8K0T8,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,392CY0QWG66OC38EGGIPUH7RG8G4I7,worker_477,Submitted,Mon Jan 23 03:24:01 PST 2023,Mon Jan 23 03:25:13 PST 2023,Thu Jan 26 03:25:13 PST 2023,,,,72,77% (134/174),88% (123/140),96% (119/124),133_1-1,0,MARCO_36_1287798402-9,3,"I had one of these in the past and it was so amazing to use after a long day; it really helps relax those tense muscles and tired areas. 3  . Spa Basket EVERY mom loves to be pampered, but sometimes there is not enough time to actually leave the house or it costs a ton of money.  This would be an excellent DIY Mother’s Day gift idea that would leave her feeling rejuvenated and beautiful!  Comfy robe: Nothing gives more of a spa feeling than a white robe.  If you have ever been to a fancy hotel or resort, that is what they always leave for guests.  Putting on this robe will leave mom feeling like a queen of her own palace.  Spa slippers: What would leave more of a spa feeling are slippers to match that comfy bath robe!  So, snag a pair of these to top off the ensemble.  Face care products: Facial care is becoming a hot ticket now, along with chemical peels and charcoal masks.  This one comes highly recommended from a mom blogger than I follow.  It is easy to use and fairly mess free.  The mask is meant to be used sparingly, so perfect for moms that don’t want to follow a routine.",0.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":402,""label"":""relevant-text-span"",""startOffset"":392},{""endOffset"":643,""label"":""relevant-text-span"",""startOffset"":631},{""endOffset"":798,""label"":""relevant-text-span"",""startOffset"":780},{""endOffset"":886,""label"":""relevant-text-span"",""startOffset"":853}]}}]",,,"['Comfy robe', 'Spa slippers', 'Face care products', 'chemical peels and charcoal masks']"
35A1YQPVGIV3L2EK4JWYBPIPQZF5IH,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,33LK57MYLYKT9EZZ6L2TSFQNQ1KZS5,worker_477,Submitted,Mon Jan 23 03:25:16 PST 2023,Mon Jan 23 03:26:27 PST 2023,Thu Jan 26 03:26:27 PST 2023,,,,71,77% (134/174),88% (123/140),96% (119/124),133_1-1,0,MARCO_47_1025193660-5,3,"She'll adore this highly reviewed self-care box that includes a 9-ounce scented soy candle (choose from more than a dozen options), 2-ounce jar of body butter, handmade bar soap, moisturizing lip balm, travel-size perfume, bag with tea and honey, box of matches and personalized card. Add room spray or bath salts for an extra fee. ___________________________________________________________________________ Natasha McCrary Farm Fresh Spa Experience Tin ($32; uncommongoods.com) Handmade in Alabama, this lovely kit includes pampering products sure to please any mom.  With lavender goat's milk bath tea, a bath truffle, whipped shea cream and lip balm with a hint of mint packaged in a rustic metal tin box, this gift is not only elegant but smells wonderful and offers Mom the perfect amount of self-care.  © Etsy DearAvaGifts",2.0,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":90,""label"":""relevant-text-span"",""startOffset"":64},{""endOffset"":283,""label"":""relevant-text-span"",""startOffset"":132},{""endOffset"":313,""label"":""relevant-text-span"",""startOffset"":289},{""endOffset"":672,""label"":""relevant-text-span"",""startOffset"":574}]}}]",,,"['9-ounce scented soy candle', '2-ounce jar of body butter, handmade bar soap, moisturizing lip balm, travel-size perfume, bag with tea and honey, box of matches and personalized card', 'room spray or bath salts', ""lavender goat's milk bath tea, a bath truffle, whipped shea cream and lip balm with a hint of mint""]"
3J94SKDELM4MDRYYC5VNKS2CYU7D5N,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,352YTHGRO0SOG8XUAY04U56CGV14HE,worker_477,Submitted,Mon Jan 23 03:20:56 PST 2023,Mon Jan 23 03:22:23 PST 2023,Thu Jan 26 03:22:23 PST 2023,,,,87,77% (134/174),88% (123/140),96% (119/124),133_1-3,0,MARCO_23_34363864-2,4,"If you have never taken the time to consider what your beauty products are made of, I am confident that browsing through the pages at Skin Deep will inspire you to do so. It may also inspire you to begin making your own beauty products at home.  Why should I spend the time making beauty products at home?  1.  Making beauty products at home will provide you with the safest and most personalized products possible.  Only you know exactly what your skin issues are.  Maybe you are dealing with early signs of aging, have dry or sensitive skin.  Natural ingredients are always the better alternative to chemicals.  Making your own beauty products means customized products that meet your personal needs.  2  .  Making beauty products at home is very frugal.  It is estimated that the average American family spends $2,000 annually on hygiene items.  Homemade beauty products require fewer ingredients and tend to last longer than store bought.  3.  Homemade beauty products make great gifts.  Homemade gifts are always more personal and a practical way to live a more sustainable lifestyle!  4.  Homemade beauty products are free of toxins and harmful substances.  According to the EWG, only 11 percent of cosmetic ingredients have been tested for safety by the cosmetic industry.  That is just scary.",0.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":414,""label"":""relevant-text-span"",""startOffset"":311},{""endOffset"":701,""label"":""relevant-text-span"",""startOffset"":614},{""endOffset"":755,""label"":""relevant-text-span"",""startOffset"":710},{""endOffset"":941,""label"":""relevant-text-span"",""startOffset"":849}]}}]",,,"['Making beauty products at home will provide you with the safest and most personalized products possible', 'Making your own beauty products means customized products that meet your personal needs', 'Making beauty products at home is very frugal', 'Homemade beauty products require fewer ingredients and tend to last longer than store bought']"
31YWE12TF4RFY1HYRYBWCJJ05IE7XY,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:19 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:19 PST 2023,,,33TIN5LC09PBZ9TV1T0JXDCVSJRY92,worker_477,Submitted,Mon Jan 23 02:57:40 PST 2023,Mon Jan 23 03:01:35 PST 2023,Thu Jan 26 03:01:35 PST 2023,,,,235,77% (134/174),88% (123/140),96% (119/124),133_1-3,0,MARCO_13_684840871-2,4,"So pick your favorites and feel pampered! Mother’s Day Home Spa Every mom loves some pampering and what fun to create a special spa experience for her without breaking the bank.  I really think kids feel such a sense of pride and gratification when they can do something for their mom by themselves and surprise her too ( Dads, are you listening?! ).  Any of these fun ideas will make for a special day to remember and even if you aren’t a mom, these are great options for your own beauty regimen.  They are things I’ve learned about over the years from natural facialists or massage therapists that remind one that expensive products are not the only way to get a great beauty result or some relaxation!  DIY Home Spa Day Treatments Honey Facial Honey is naturally anti-bacterial and gentle to the skin making it a wonderful cleanser or nourishing mask.  How to Apply: Apply 1-2 teaspoons of honey to a clean face and allow to sit on the skin for 10 minutes.  Moisten fingertips and rub in a gentle circular motion to help exfoliate the skin.  Allow the honey to sit 5 additional minutes and wash off with a clean washcloth.  Coconut Oil Hand Treatment Coconut Oil is a wonderful oil to add to foods and for the body.",4.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":176,""label"":""relevant-text-span"",""startOffset"":104},{""endOffset"":319,""label"":""relevant-text-span"",""startOffset"":258},{""endOffset"":703,""label"":""relevant-text-span"",""startOffset"":616},{""endOffset"":733,""label"":""relevant-text-span"",""startOffset"":706}]}}]",,,"['fun to create a special spa experience for her without breaking the bank', 'do something for their mom by themselves and surprise her too', 'expensive products are not the only way to get a great beauty result or some relaxation', 'DIY Home Spa Day Treatments']"
35O6H0UNMWVZGDYQM1HYNQXP3E45JT,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:20 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:20 PST 2023,,,3IXQG4FA2YDFM10KR1MZP2EU7AAB91,worker_477,Submitted,Mon Jan 23 04:36:33 PST 2023,Mon Jan 23 04:37:32 PST 2023,Thu Jan 26 04:37:32 PST 2023,,,,59,77% (134/174),88% (123/140),96% (119/124),133_1-3,0,MARCO_13_684840871-5,4,"Rinse thoroughly with luke warm water. Homemade Face Masks Face masks are easy to make with foods that really produce results!  Facials at home are easy and fun.  Banana Honey Yogurt Face Mask What you’ll need: 1 banana (ripe so it’s soft but not spotted), some honey, and yogurt.  In a bowl mash the banana, then mix with a little bit of honey and a little bit of yogurt.  Apply to the face and allow to sit.  Strawberry Honey Mint Face Mask This homemade facial mask helps tone, moisturize, and cleanse the skin.  What you’ll need: 3-4 large strawberries 1/4 cup of honey 3 mint leaves, chopped or torn Mash the strawberries in a bowl.  Add the honey and mint leaves and mash together with a fork.  Apply to clean skin and allow to sit 10-20 minutes.  Rinse with cool water and pat skin dry.  Cucumber Mint Face Mask Cooling cucumber is especially nice in the hotter months.  Their naturally high moisture content and soothing aroma deliver relaxation.  What you need: 1 cucumber, peeled 3-4 fresh mint leaves 2-3 tablespoons plain yogurt 1 egg white, beaten Combine the cucumber, mint leaves and yogurt in the blender and puree.  Stir in the egg white.",2.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":125,""label"":""relevant-text-span"",""startOffset"":59},{""endOffset"":160,""label"":""relevant-text-span"",""startOffset"":128},{""endOffset"":513,""label"":""relevant-text-span"",""startOffset"":448}]}}]",,,"['Face masks are easy to make with foods that really produce results', 'Facials at home are easy and fun', 'homemade facial mask helps tone, moisturize, and cleanse the skin']"
3PN6H8C9S85JJXAF71M4S3IYQ88ADQ,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:20 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:20 PST 2023,,,3BV8HQ2ZZ1GNL8TUNGJRAH3MZRH6AQ,worker_477,Submitted,Mon Jan 23 03:32:04 PST 2023,Mon Jan 23 03:33:41 PST 2023,Thu Jan 26 03:33:41 PST 2023,,,,97,77% (134/174),88% (123/140),96% (119/124),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":150,""label"":""relevant-text-span"",""startOffset"":73},{""endOffset"":636,""label"":""relevant-text-span"",""startOffset"":598},{""endOffset"":702,""label"":""relevant-text-span"",""startOffset"":645}]}}]",,,"['Using homemade lotion is great when you are trying to avoid harmful chemicals', 'customizable homemade face mask recipe', 'A good, homemade toner will make your mothers skin happy']"
3BS6ERDLA7MIWVYCHO5SCYGCUPID63,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:20 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:20 PST 2023,,,373ERPL3YTNLMNQNL4D6GHKAJ3FTRV,worker_477,Submitted,Mon Jan 23 03:15:21 PST 2023,Mon Jan 23 03:17:35 PST 2023,Thu Jan 26 03:17:35 PST 2023,,,,134,77% (134/174),88% (123/140),96% (119/124),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":766,""label"":""relevant-text-span"",""startOffset"":702},{""endOffset"":965,""label"":""relevant-text-span"",""startOffset"":909},{""endOffset"":1030,""label"":""relevant-text-span"",""startOffset"":974}]}}]",,,"['To make shampoo, you can use vegetable based natural liquid soap', 'try dry shampoo recipes that you can easily make at home', 'easy DIY dry shampoo recipes work for all types of hairs']"
